CUST_CODE,Churn_Risk_Probability,Holiday_Monetary,Pre_Monetary,Holiday_Frequency
CUST0000776911,0.883365500934799,256.8,865.41,14
CUST0000690044,0.8833365620083826,336.79,1430.26,19
CUST0000121174,0.8833349163753053,397.3,1825.65,11
CUST0000214826,0.8832983045727353,398.71,1815.31,14
CUST0000023310,0.8832909431540842,199.25,414.44,17
CUST0000767736,0.883245570696769,213.24,491.51,25
CUST0000549858,0.8832179531031317,306.38,1297.67,11
CUST0000526362,0.883159616629424,365.94,1617.74,19
CUST0000148919,0.8831419387455604,127.38000000000001,19.84,19
CUST0000122197,0.8831316820760332,129.63,62.48,23
CUST0000587673,0.8831112627462931,188.0,378.01,4
CUST0000539621,0.8830658224535025,233.9,629.97,32
CUST0000736439,0.8830592467023737,364.94,1498.24,26
CUST0000259773,0.8830457773307275,235.87,740.62,15
CUST0000173616,0.8829902029848928,320.28000000000003,1213.97,23
CUST0000721514,0.8829591471550233,389.76,1829.94,10
CUST0000339599,0.8829503862678088,283.19,966.23,24
CUST0000279804,0.882943701145485,372.90999999999997,1681.74,15
CUST0000572235,0.8829321947145857,450.12,2218.75,33
CUST0000284347,0.882923385883537,186.18,485.63,14
CUST0000515294,0.8829171966232965,371.27,1713.09,13
CUST0000570373,0.8829155206466008,201.06,574.05,4
CUST0000615499,0.8828997137056631,204.46,500.29,11
CUST0000858023,0.8828446635887464,438.56,2166.26,19
CUST0000929242,0.8828244378746604,311.75,1237.28,13
CUST0000026635,0.8828179466137053,272.11,1001.46,12
CUST0000625843,0.8827370593841652,481.94,2412.79,19
CUST0000452025,0.8827214044428521,410.05,1971.71,11
CUST0000790935,0.8827210010595193,203.06,589.93,5
CUST0000601161,0.882702130616905,341.45,1328.08,32
CUST0000207303,0.8826979721107373,498.07,2580.48,8
CUST0000605817,0.8826825315979299,261.14,942.1899999999999,12
CUST0000523906,0.882663648437191,130.28,33.5,21
CUST0000156033,0.8826605057963952,194.28,573.7,3
CUST0000677279,0.8826577223643443,271.86,994.24,12
CUST0000306539,0.8826509110896255,157.24,243.48000000000002,17
CUST0000644796,0.8826476071104211,143.02,39.05,24
CUST0000744881,0.8826426188611307,445.96,2055.38,29
CUST0000667352,0.8825962231750848,152.93,205.18,21
CUST0000573937,0.8825273680768788,293.15,1197.77,7
CUST0000602212,0.8825184182923709,447.96999999999997,2272.65,12
CUST0000783516,0.8824765008136126,342.44,1386.23,19
CUST0000075477,0.8824650990740655,231.78,750.28,9
CUST0000765065,0.8824413803613359,191.48,438.25,16
CUST0000558131,0.882419575515033,143.61,49.0,28
CUST0000148043,0.8824153660992919,353.78000000000003,1489.1100000000001,10
CUST0000045964,0.8823691257193518,268.94,929.92,34
CUST0000691952,0.8823204743949575,418.54,2078.13,11
CUST0000181219,0.8822967852813433,157.83,234.93,24
CUST0000105619,0.8822593142686798,239.95,780.38,13
CUST0000329334,0.8822349240149508,328.67,1478.86,12
CUST0000647067,0.8822141450447257,137.18,104.81,16
CUST0000052731,0.882139572270721,263.12,808.09,25
CUST0000023749,0.882138827187904,169.92,239.57000000000002,19
CUST0000708118,0.8821217206973658,271.75,1106.81,8
CUST0000981802,0.8820920728908901,325.36,1342.04,7
CUST0000721181,0.8820807402944133,152.13,146.28,15
CUST0000663258,0.8820779395281331,143.73,215.99,16
CUST0000929583,0.8820722354833037,248.16,956.55,8
CUST0000742007,0.8820636606419089,204.66,483.93,28
CUST0000842078,0.8820098493856161,186.44,367.96,25
CUST0000310635,0.8820033424327073,306.52,1247.82,15
CUST0000223130,0.8819673954808174,213.29,408.67,28
CUST0000180410,0.8819668356300554,169.06,134.32,32
CUST0000564880,0.8819328250828236,152.28,191.7,19
CUST0000194231,0.8819161411609502,298.64,1262.92,5
CUST0000945431,0.8819112862730147,210.89,625.39,10
CUST0000763157,0.8818893738565048,324.61,1304.27,13
CUST0000843947,0.8818863460763583,316.42,1341.04,16
CUST0000461082,0.8818335886596245,235.79,703.1899999999999,11
CUST0000403448,0.881798356543403,137.46,0.0,28
CUST0000533752,0.8817958441219905,198.02,435.2,22
CUST0000029808,0.8817861549041446,293.66,1100.86,13
CUST0000079499,0.8817796032345708,655.65,3404.72,55
CUST0000001885,0.8817464858112111,151.22,111.51,19
CUST0000482303,0.8817401491420582,281.96,894.5,29
CUST0000670622,0.8817134103933442,353.71,1637.34,12
CUST0000869542,0.8816944658092101,387.21000000000004,1894.0,8
CUST0000291003,0.8816571651356127,211.42999999999998,412.65,37
CUST0000222649,0.8816429751356532,242.54999999999998,654.33,22
CUST0000603265,0.8816385404197344,297.37,1176.9,12
CUST0000305835,0.8816204059237207,145.22,50.44,17
CUST0000351737,0.8815976160661504,162.45,162.25,31
CUST0000679666,0.8815916301530069,199.64,411.88,19
CUST0000858905,0.8815821636463134,329.91,1289.41,18
CUST0000406083,0.8815602274860805,133.87,105.69,20
CUST0000429932,0.8815259860972761,143.54,134.91,22
CUST0000831604,0.881520368326468,271.28000000000003,959.09,11
CUST0000671490,0.8815173485116755,186.51,432.1,15
CUST0000655929,0.8814956602486803,133.76999999999998,31.67,18
CUST0000804634,0.8814670969734172,146.06,131.45,15
CUST0000696330,0.8814602547554582,134.65,29.73,29
CUST0000455083,0.8814446237200695,217.3,530.16,31
CUST0000362992,0.8813928239750639,192.4,494.89,5
CUST0000676867,0.8813535672293288,155.42,276.33,3
CUST0000264108,0.8813457337606022,257.55,841.0,31
CUST0000010250,0.881338047452181,235.98999999999998,803.66,9
CUST0000708555,0.8812716925981628,146.46,114.5,19
CUST0000413290,0.8812710261110069,217.72000000000003,641.02,12
CUST0000552272,0.8812675030538197,260.91,910.87,13
CUST0000180792,0.8812592891715325,198.69,486.37,22
CUST0000803427,0.8812390727125129,160.21,94.4,18
CUST0000259428,0.8812245350304804,271.11,1061.97,12
CUST0000981796,0.8812220994457639,457.55,2241.91,26
CUST0000445933,0.8812026649654511,244.54000000000002,847.5,8
CUST0000985694,0.8812011235075501,196.44,472.25,10
CUST0000029736,0.8811976809008552,261.95,811.37,28
CUST0000026018,0.881170145139495,192.06,399.73,18
CUST0000859108,0.8811575454194673,330.65,1405.03,15
CUST0000794681,0.8811496154929137,150.4,218.84,15
CUST0000829237,0.8811494046199806,366.27,1693.05,14
CUST0000822070,0.8811398034084214,115.03,18.479999999999997,17
CUST0000662978,0.8810948043973276,204.51,619.95,14
CUST0000980921,0.8810654983454688,827.3199999999999,4732.64,36
CUST0000695205,0.8810469627173261,118.29999999999998,0.0,16
CUST0000937720,0.880972576378896,205.14,580.23,19
CUST0000587020,0.880953652839744,260.78999999999996,924.26,16
CUST0000161583,0.8809483350642857,189.85999999999999,310.46999999999997,39
CUST0000667533,0.8809445213078093,328.83,1394.6299999999999,25
CUST0000530656,0.8809040399806434,217.12,430.95,43
CUST0000737268,0.8808773517102286,196.58999999999997,497.53,20
CUST0000820758,0.8808662589568419,252.52,957.49,5
CUST0000192673,0.8808599910630528,252.70999999999998,777.97,12
CUST0000370337,0.8808458351346559,428.53,2093.06,9
CUST0000166913,0.880844909573854,384.88,1671.73,27
CUST0000766812,0.8808122787918191,149.79,122.02000000000001,18
CUST0000338139,0.8807513018575016,246.93,871.65,14
CUST0000690375,0.8807485192457201,235.10999999999999,750.58,15
CUST0000810349,0.8807406302618592,161.65,181.96,17
CUST0000640723,0.880718921945615,249.95,842.42,9
CUST0000700587,0.8806662185288976,292.42,1100.8,14
CUST0000177228,0.8806485517307927,304.6,1180.8400000000001,11
CUST0000541549,0.8806258107768873,229.37,728.06,11
CUST0000429985,0.8806232713368967,474.87,2261.36,29
CUST0000159005,0.8806221900464218,183.99,240.99,31
CUST0000498605,0.8806029217401738,498.33,2558.0,9
CUST0000109345,0.8805919139123831,184.24,475.95,6
CUST0000119099,0.8805660429338406,216.02,389.18,49
CUST0000386489,0.880565287999033,224.58,696.58,8
CUST0000138548,0.8805313094411031,268.95,988.31,15
CUST0000973137,0.8805283155923384,313.48,1172.8,26
CUST0000703799,0.8805175274762467,300.79,1293.32,6
CUST0000712463,0.8804969051412529,269.66,1003.38,14
CUST0000802034,0.8804888458844391,153.25,171.36,1
CUST0000212510,0.8804805976770197,205.87,448.24,40
CUST0000190680,0.8804730608851651,250.75,862.91,13
CUST0000894466,0.8804423394591967,203.74,538.05,24
CUST0000053670,0.8804079773018181,332.77,1445.0,18
CUST0000352263,0.8803967255130672,152.23,137.93,16
CUST0000481020,0.8803779685782178,221.85,715.05,15
CUST0000530091,0.8803683723206078,211.52,460.17,32
CUST0000337400,0.8803570198381241,491.86,2464.65,18
CUST0000050388,0.880346201973855,165.45,301.11,17
CUST0000756625,0.8803375361814806,293.79,1082.48,14
CUST0000559579,0.8803311973604965,132.88,41.84,18
CUST0000743176,0.8803099216625987,212.23000000000002,520.11,23
CUST0000396400,0.8802541829391879,274.53000000000003,992.19,19
CUST0000329057,0.8802430343049207,162.16,161.05,24
CUST0000878666,0.8802071742974031,248.98,767.65,22
CUST0000868480,0.8801702526343433,232.81,784.01,8
CUST0000623307,0.8801557516343339,324.59,1222.94,35
CUST0000004154,0.8801352935541096,129.44,46.91,16
CUST0000455165,0.8801333739192234,195.4,405.38,11
CUST0000488225,0.8801328869536456,299.15999999999997,1266.47,6
CUST0000258468,0.8801034009449411,413.21,1894.23,21
CUST0000681503,0.8801013115298869,231.08,776.11,14
CUST0000464538,0.8800997587994124,196.32,462.57,11
CUST0000418203,0.8800674840370548,366.57,1558.01,24
CUST0000511112,0.880058660260894,272.34,1041.86,25
CUST0000062209,0.8800561909300426,160.82999999999998,280.21999999999997,17
CUST0000363814,0.8800347004358823,147.07999999999998,167.35,20
CUST0000926419,0.8800334493055914,135.31,147.51,19
CUST0000513087,0.8800093250171209,392.96999999999997,1844.61,24
CUST0000530624,0.8799870086559489,161.61,154.41,27
CUST0000379658,0.8799804952123363,199.02,512.57,9
CUST0000740517,0.8799803854564326,316.94,1186.67,23
CUST0000417738,0.879976036328418,347.65,1519.84,12
CUST0000219017,0.8799564489918447,356.74,1516.43,15
CUST0000744652,0.8799102765179179,299.87,1270.62,14
CUST0000202397,0.8799065741717211,184.51,455.25,14
CUST0000495559,0.8798936224431447,300.41,1181.84,20
CUST0000068776,0.8798793346908408,293.63,1084.55,21
CUST0000287679,0.8797901747601656,266.37,951.17,12
CUST0000654072,0.8797874613755322,407.95,1976.56,4
CUST0000797373,0.8797838119137802,654.61,3553.58,33
CUST0000770931,0.8797616306344935,218.01,674.61,14
CUST0000605066,0.879724888371266,174.02,90.28999999999999,41
CUST0000333810,0.8797043403728726,431.90000000000003,2078.13,24
CUST0000616618,0.8796788111029273,282.47,1182.14,11
CUST0000048608,0.8796513051086876,308.7,1301.51,14
CUST0000282031,0.8795453551639708,153.91,69.01,41
CUST0000138664,0.8795243855830022,226.87,747.69,6
CUST0000283702,0.8794826869634327,330.18,1409.85,7
CUST0000116269,0.8794383839088997,648.0699999999999,3394.7400000000002,38
CUST0000176331,0.8794221555402397,195.35,354.86,19
CUST0000990573,0.8793894047832826,204.55,555.43,12
CUST0000395230,0.8793802051329314,514.01,2714.3,9
CUST0000299789,0.8793628689710031,352.88,1389.91,31
CUST0000965975,0.8793577941722285,194.91,383.63,16
CUST0000601490,0.8793035452112061,351.13,1506.01,18
CUST0000809649,0.879283606169135,180.24,340.21,13
CUST0000696051,0.8792328396355913,508.45,2285.41,63
CUST0000510190,0.8792297705709902,263.84000000000003,878.57,21
CUST0000284679,0.8792191869455739,376.08,1690.1,17
CUST0000002252,0.8792099095267772,182.77,462.23,7
CUST0000099441,0.8791908714239858,152.93,112.42,15
CUST0000394811,0.8791890863926762,125.64,0.0,17
CUST0000134337,0.8791843187849323,440.08,2203.0299999999997,17
CUST0000581411,0.8791681039070511,490.28999999999996,2561.71,16
CUST0000672840,0.8791622077784982,327.3,1442.1,12
CUST0000698531,0.8791568500633626,148.18,130.19,15
CUST0000923705,0.879085054705639,198.07999999999998,412.6,28
CUST0000262082,0.8790446476320132,220.22,602.06,13
CUST0000634632,0.8790237061774029,168.76,160.01999999999998,43
CUST0000629813,0.8790230194779908,202.45999999999998,461.55,17
CUST0000079235,0.8789661166095711,177.12,380.17,21
CUST0000586471,0.8789644096930006,159.46,212.57,16
CUST0000306339,0.878922433363571,244.25,770.03,12
CUST0000129454,0.8789038995499561,140.57999999999998,48.78,31
CUST0000800889,0.8788473621177132,374.49,1748.26,10
CUST0000614597,0.8788110572164821,122.77000000000001,52.96,21
CUST0000371579,0.8787811613364241,198.4,561.7,7
CUST0000005637,0.8787651816916364,230.94,644.8100000000001,25
CUST0000341359,0.8787649886824968,197.36,569.36,7
CUST0000396563,0.8787446146003752,306.24,1123.3700000000001,34
CUST0000630801,0.8787397100883095,185.85999999999999,425.26,20
CUST0000599209,0.8787135137976081,225.47,652.0600000000001,12
CUST0000795097,0.8787101590420262,321.27,1333.12,9
CUST0000527288,0.8787018135458752,277.75,1092.16,17
CUST0000214813,0.8786534645150814,122.55,0.0,19
CUST0000493402,0.8786198817960272,464.46,2314.63,25
CUST0000771180,0.8786143946468639,201.52,524.25,10
CUST0000689509,0.8786142110515094,256.54,671.58,50
CUST0000545216,0.8786128494898393,226.69,745.6800000000001,8
CUST0000744493,0.8786051612812784,251.32,895.69,12
CUST0000370354,0.8785584872614565,219.78,525.52,40
CUST0000995397,0.8785512763080385,307.40000000000003,1129.1,28
CUST0000051067,0.8785498090315809,268.88,1050.73,16
CUST0000605113,0.8785497302717615,360.31,1629.16,12
CUST0000728998,0.878546274098049,116.37,0.0,17
CUST0000950051,0.8785325173940302,174.4,222.43,25
CUST0000237866,0.8785167555028939,182.72,464.52,5
CUST0000924014,0.8785020056369859,244.79,817.38,7
CUST0000808176,0.8784746481309318,231.58,697.51,25
CUST0000943082,0.8784703214563101,255.6,869.75,33
CUST0000081572,0.8783933411999093,135.27,16.48,20
CUST0000337771,0.8783538278162653,205.7,466.81,29
CUST0000045635,0.8783499881666584,199.01,610.85,9
CUST0000968731,0.8783489653570434,204.41,565.67,12
CUST0000919636,0.8783478912203038,306.1,1230.4,9
CUST0000926640,0.8783206889349146,248.62,715.9,10
CUST0000131761,0.8782600303742208,410.6,2042.1399999999999,9
CUST0000284054,0.8782571421489831,468.93,2428.8,11
CUST0000418122,0.8782545924827305,202.57999999999998,547.37,8
CUST0000044934,0.8782346329491507,290.62,1062.73,36
CUST0000841113,0.8782285016600923,274.62,1021.96,8
CUST0000462452,0.8782243232996298,482.64,2505.92,8
CUST0000301108,0.8782093795194398,235.89,632.7,23
CUST0000317677,0.8781802127799511,502.65,2563.2200000000003,19
CUST0000742598,0.8781358492965509,200.94,564.88,9
CUST0000680101,0.8781259429295349,143.09,123.19,17
CUST0000025769,0.8781171565041714,224.34,691.55,8
CUST0000361507,0.8780833510492614,172.28,318.75,22
CUST0000656617,0.8780405008779851,236.83999999999997,812.03,12
CUST0000570895,0.8780181359630637,193.63,431.21,27
CUST0000229027,0.8780126512398386,415.66,1995.03,10
CUST0000033032,0.8779987266629806,264.58000000000004,1052.8,7
CUST0000140538,0.8779384047973362,354.03000000000003,1225.75,55
CUST0000940447,0.877913490997747,290.06,1139.73,7
CUST0000935683,0.8778260267819717,295.0,1099.21,21
CUST0000735702,0.8777433360535487,204.62,448.52,28
CUST0000433110,0.8777322652535443,149.17,196.45000000000002,16
CUST0000697004,0.8776972202013911,490.02,2453.44,28
CUST0000114083,0.877631382412429,289.49,922.38,52
CUST0000940427,0.877625234175335,425.15999999999997,2149.4500000000003,10
CUST0000078006,0.8775910557801803,371.61,1739.48,13
CUST0000429382,0.8775842010833034,259.19,819.65,26
CUST0000702470,0.8775604690189799,483.43,2376.04,33
CUST0000358380,0.8775283550419248,373.61,1666.13,18
CUST0000262731,0.8774983438495076,231.66000000000003,670.98,21
CUST0000180094,0.8774787927330385,127.03,109.0,16
CUST0000940124,0.8774634739816938,186.2,320.89,21
CUST0000423411,0.8774524621427625,542.83,2893.83,14
CUST0000247363,0.8774510665982171,347.53,1590.33,8
CUST0000170403,0.8774442188881694,158.63,290.2,18
CUST0000905075,0.8774380663536443,656.88,3657.09,22
CUST0000908600,0.8774232866882252,268.75,1044.85,10
CUST0000472680,0.87733659800668,310.31,1258.55,19
CUST0000830946,0.8773290579478097,264.51,910.34,6
CUST0000286928,0.8773236149912136,181.01,551.21,6
CUST0000778582,0.8773158098250402,261.4,1014.29,6
CUST0000845056,0.877290276871278,248.25,923.9,13
CUST0000315269,0.8772900023975123,379.64,1686.6799999999998,13
CUST0000690183,0.8772794419834176,257.63,1023.04,6
CUST0000421199,0.8772737208035873,202.31,486.39,10
CUST0000319037,0.8772156530347427,138.74,123.44999999999999,16
CUST0000191271,0.8771638336283422,254.04999999999998,754.75,47
CUST0000018686,0.8771354101289229,315.62,1165.61,27
CUST0000036720,0.8771212862675919,270.17,1023.15,16
CUST0000454082,0.8770836271779343,268.23,916.23,9
CUST0000882004,0.8770133020374176,260.96999999999997,979.1800000000001,11
CUST0000141231,0.8769402457450679,284.23,1121.81,15
CUST0000042750,0.8769243130183857,263.41,976.15,13
CUST0000938911,0.8769220957616363,309.54,1341.79,12
CUST0000559323,0.8769080979341917,299.41,1217.29,20
CUST0000041863,0.8768907335652604,268.21,1149.24,6
CUST0000666782,0.8768842579373177,266.89,929.75,21
CUST0000847503,0.8768284865632706,216.28,690.63,7
CUST0000191889,0.8767962129401707,326.96999999999997,1425.83,23
CUST0000636422,0.8767958788992535,153.26,174.73,18
CUST0000284997,0.8767955883958047,311.21,1215.05,20
CUST0000939965,0.8767569302701145,394.74,1959.8700000000001,9
CUST0000753229,0.8767344602184853,374.98,1536.3799999999999,36
CUST0000214660,0.8767200710450375,506.69,2704.52,8
CUST0000417807,0.8767074164278175,193.65,552.97,8
CUST0000763775,0.8766832696494666,428.79,2041.92,16
CUST0000562789,0.8766794191707075,184.75,463.22,5
CUST0000204960,0.8766066531014342,190.57000000000002,472.94,8
CUST0000179909,0.8766064030860727,302.54,1217.36,22
CUST0000162910,0.8765785020408077,312.02,1283.99,12
CUST0000338534,0.8765614220592736,250.75,664.65,25
CUST0000232972,0.8765541475524428,553.3199999999999,2878.46,31
CUST0000615389,0.876551994645873,249.45,827.15,14
CUST0000899281,0.8765480116702795,156.93,297.53,15
CUST0000665630,0.8765151942222925,235.56,737.6,21
CUST0000034556,0.8765099863346965,711.0,3671.04,55
CUST0000793972,0.8764956778062939,251.45,897.48,4
CUST0000091692,0.8764833043356359,537.4,2863.71,17
CUST0000215706,0.876480222628851,240.79000000000002,832.5600000000001,5
CUST0000132797,0.8764647072403664,443.89,2290.23,13
CUST0000758917,0.876449566283416,187.04,390.76,27
CUST0000343695,0.8764322909802256,298.94,1301.15,8
CUST0000687898,0.8764016237826995,306.8,1247.36,20
CUST0000976235,0.8763998572014917,191.44,447.65,14
CUST0000711664,0.8763897063893312,263.77,939.66,8
CUST0000949844,0.876387995380752,182.6,379.22,12
CUST0000259622,0.8763799372571528,289.39,1011.78,26
CUST0000293295,0.8763540064373965,132.34,105.37,16
CUST0000892752,0.8763453631252557,287.59999999999997,1040.91,25
CUST0000981274,0.876318289907359,365.07,1724.98,8
CUST0000509752,0.8763139174908822,189.28,447.24,24
CUST0000251362,0.8763129192863384,328.43,1141.08,40
CUST0000101202,0.8763075084630974,452.59,2302.59,9
CUST0000176116,0.8762678768749654,338.93,1410.3,23
CUST0000801865,0.8762482613459158,171.98,265.42,21
CUST0000860832,0.8762388473024366,207.54,645.5799999999999,12
CUST0000230698,0.8762326542046326,525.64,2793.34,17
CUST0000473983,0.8761905158566438,209.96,609.78,8
CUST0000345609,0.8761676593402478,512.34,2646.18,19
CUST0000594326,0.8761083546559865,189.95,603.94,5
CUST0000400342,0.876083803656295,283.41,1128.17,18
CUST0000059206,0.8760612938749557,297.38,1226.16,18
CUST0000673823,0.8760471131192619,178.26,301.55,26
CUST0000504224,0.8760180296941062,305.12,1265.52,17
CUST0000210020,0.8760173517838541,218.14999999999998,619.63,22
CUST0000390558,0.8760070903282406,171.56,316.21,21
CUST0000051080,0.8759880189502003,296.38,1189.62,7
CUST0000862963,0.8759711849089634,211.16,613.81,6
CUST0000066801,0.8759477807361532,451.53999999999996,2264.56,11
CUST0000744206,0.875935468985253,274.8,1025.32,6
CUST0000350397,0.8759266392948075,208.02,566.01,20
CUST0000250965,0.8759198005421991,130.49,17.91,26
CUST0000455920,0.8759110389967105,170.14000000000001,109.31,40
CUST0000763627,0.8758890620339921,169.96,197.02,26
CUST0000662654,0.875817426205285,342.93,1623.49,8
CUST0000102127,0.8757613132635456,528.3,2737.94,14
CUST0000102678,0.875746334635528,281.6,1194.95,9
CUST0000673035,0.8757334564376751,218.1,314.5,73
CUST0000183174,0.8757311243396964,147.1,40.42,25
CUST0000110906,0.8757233121654752,213.07999999999998,635.6,17
CUST0000777820,0.8757205129664365,172.85,392.2,13
CUST0000965305,0.8757167007538534,142.39000000000001,264.74,15
CUST0000339976,0.8756611761458275,393.19,1841.1,11
CUST0000862033,0.8756478309839055,257.79,887.64,11
CUST0000981012,0.8756413089580868,240.87,678.99,14
CUST0000646633,0.8756399578676042,236.23000000000002,769.42,6
CUST0000356804,0.8756353583233529,253.10000000000002,892.49,25
CUST0000768590,0.8756257183459801,260.79,879.43,14
CUST0000315416,0.8755929561859749,218.17999999999998,674.4,15
CUST0000498355,0.8755593066585836,337.91,1508.24,7
CUST0000659418,0.875557956141751,475.64,2282.02,27
CUST0000901097,0.8755344503829546,289.88,1096.48,12
CUST0000958862,0.8755185185450723,121.84,48.349999999999994,20
CUST0000026569,0.875498503934056,368.7,1654.06,17
CUST0000199625,0.8754890558199826,301.98,1092.0,26
CUST0000779711,0.8754725069163856,127.45,0.0,26
CUST0000702483,0.8754428114601758,203.06,618.57,10
CUST0000996847,0.8754276562392734,158.34,0.0,33
CUST0000239813,0.8754043921485234,529.55,2790.9,16
CUST0000149350,0.8753733906640492,384.14,1799.85,14
CUST0000763978,0.8752924002062034,263.38,980.49,15
CUST0000467572,0.875272572911898,493.58,2587.22,16
CUST0000221696,0.8752701127109708,157.65,197.51,15
CUST0000372980,0.8752503784287459,203.28,656.34,9
CUST0000993982,0.8752133377055288,191.59,362.86,16
CUST0000045045,0.8752046934472852,432.82,2207.48,6
CUST0000179843,0.8751816035386991,238.04,919.09,7
CUST0000602489,0.875176379720525,154.39,136.64,21
CUST0000846388,0.875163481778851,190.93,476.25,15
CUST0000359491,0.875159003817524,241.66000000000003,883.85,4
CUST0000585339,0.8751455758764299,190.51,389.95,24
CUST0000849208,0.8751379165638795,237.53,745.42,18
CUST0000569763,0.8751362718154437,254.6,923.9,10
CUST0000078832,0.8751309482604317,229.3,721.76,11
CUST0000229580,0.8751053314451782,246.82,720.68,20
CUST0000894315,0.875089542089678,222.17000000000002,637.65,18
CUST0000756336,0.8750672844903751,355.36,1579.94,19
CUST0000661369,0.8750535942061447,229.69,755.55,6
CUST0000503713,0.8750294866602822,223.23,714.79,15
CUST0000575746,0.8750288850824257,530.12,2836.8,17
CUST0000803038,0.8749065736414741,362.87,1464.77,43
CUST0000425357,0.8748724036293399,248.68,881.2,18
CUST0000788702,0.8748338126703157,498.52,2555.68,14
CUST0000648412,0.8748331500926978,220.48,645.85,14
CUST0000000059,0.8747999030103268,541.39,2952.57,15
CUST0000306585,0.8747941176770346,236.73000000000002,782.39,8
CUST0000887247,0.8747628431030051,227.23,660.11,21
CUST0000933077,0.8746862029664535,146.07,215.29,22
CUST0000959769,0.8746817121617149,311.12,1305.76,16
CUST0000750474,0.8746655169087472,165.13,58.0,47
CUST0000321202,0.8746433430320404,164.0,300.01,21
CUST0000525511,0.8745598306483411,135.51,45.79,39
CUST0000837855,0.874549475325904,329.15999999999997,1532.26,11
CUST0000180334,0.8745125562981271,463.31,2339.2,22
CUST0000043297,0.8744888131708243,249.32999999999998,856.19,10
CUST0000094655,0.8744781659898553,562.48,2941.7599999999998,21
CUST0000882912,0.8744715186661208,282.66,1095.39,23
CUST0000210589,0.8744618137397766,171.33,364.03000000000003,20
CUST0000456250,0.8744383063551869,174.22,257.28,23
CUST0000290787,0.8744280617600462,165.81,324.37,16
CUST0000162730,0.8744233503368783,242.22,859.54,5
CUST0000917631,0.8744116144383668,265.99,951.58,20
CUST0000215906,0.8744071259899246,333.12,1483.04,10
CUST0000035597,0.8743806145181545,340.49,1529.09,8
CUST0000455291,0.8743612066240096,335.44,1509.79,6
CUST0000859751,0.8743445012735822,141.96,116.61,17
CUST0000540232,0.8743277264549334,148.78,144.95,23
CUST0000681475,0.874327518778099,176.25,390.39,13
CUST0000492259,0.8743154733930875,167.04,208.72,21
CUST0000519030,0.8743127852145272,246.89000000000001,845.23,12
CUST0000357132,0.8743047320370704,232.42,724.5600000000001,14
CUST0000877483,0.8742946974065593,288.97,1204.04,6
CUST0000271423,0.8742605855143679,249.64,865.52,6
CUST0000406219,0.8742512440373796,361.38,1565.71,22
CUST0000373515,0.8742308200077236,202.51,545.87,9
CUST0000781158,0.8742131475179379,157.95000000000002,83.6,28
CUST0000522487,0.8741537401987891,128.26,72.93,15
CUST0000637368,0.8741406368709889,307.82,1205.49,15
CUST0000564505,0.8741312577401137,128.82,52.99,18
CUST0000975919,0.8741271449182795,365.0,1544.71,27
CUST0000225422,0.8740779939710632,223.95,583.15,22
CUST0000533680,0.8740686608091225,387.88,1782.83,10
CUST0000516725,0.8740643074049002,260.33,1019.24,8
CUST0000111343,0.8740641148419375,229.75,790.8000000000001,16
CUST0000873305,0.874062048731131,269.54,1046.71,8
CUST0000302403,0.8740456397839045,162.19,275.21,16
CUST0000342378,0.8740184829735206,303.05,1201.84,8
CUST0000926590,0.8740149235068541,317.52,1402.4,15
CUST0000584969,0.8739868118211389,334.49,1510.2,8
CUST0000831416,0.8739603393974323,196.26,527.37,10
CUST0000124791,0.8739221585195733,276.58,1000.63,11
CUST0000766921,0.8739217272662776,226.93,713.45,29
CUST0000835367,0.8739073426188585,134.97,92.77,19
CUST0000877154,0.8738845146371838,206.88,528.08,29
CUST0000807195,0.873855530305105,370.59,1675.4,15
CUST0000208896,0.8738438433275542,193.77,450.02,18
CUST0000637093,0.8738004819029076,180.26999999999998,432.18,18
CUST0000152919,0.8737812584249354,247.82,841.45,22
CUST0000535933,0.8737734137751227,335.59000000000003,1388.67,23
CUST0000154416,0.8736836049431767,233.26,650.37,18
CUST0000694335,0.8736314200726703,296.09000000000003,1170.5,20
CUST0000693968,0.8736117137496282,360.52,1604.75,9
CUST0000526345,0.8735928994534309,300.38,1279.01,18
CUST0000335670,0.8735314981455006,243.4,806.24,3
CUST0000533623,0.8735190891747245,228.0,562.49,28
CUST0000859530,0.8734695311973293,211.13,609.77,5
CUST0000438966,0.8733859883497483,287.85,1225.6599999999999,5
CUST0000760588,0.8733676874062697,294.76,1133.92,25
CUST0000644365,0.8733492219383665,141.51,159.18,17
CUST0000460037,0.873345547570074,246.98999999999998,790.61,19
CUST0000291512,0.8733192316382665,142.37,203.13,17
CUST0000270404,0.8733155519495545,115.96,0.0,16
CUST0000177576,0.8732917247366979,359.47,1585.56,17
CUST0000682123,0.8732664900486407,332.86,1432.44,12
CUST0000078128,0.8732329460698054,164.05,83.79,49
CUST0000125804,0.8732296416599893,247.4,929.48,12
CUST0000511362,0.8732061774506675,126.97,14.98,30
CUST0000582972,0.8731636453121192,141.29,157.87,19
CUST0000928283,0.8731357386265762,197.14,621.98,5
CUST0000058474,0.8731244414386283,241.05,693.98,24
CUST0000778901,0.8730838171739829,230.75,748.5,15
CUST0000397083,0.8730628549721224,278.24,1037.46,21
CUST0000635275,0.8730389655533868,416.28999999999996,1957.2,26
CUST0000711287,0.8730283829766554,243.99,897.38,5
CUST0000052986,0.8730238052055752,177.15,296.45,16
