CUST_CODE,Churn_Risk_Probability,Holiday_Monetary,Pre_Monetary,Holiday_Frequency,Holiday_Uplift_Ratio
CUST0000654487,0.9150581,126.82,510.28,20,1.4911813122207416
CUST0000627489,0.9150463,302.14,456.87,14,3.967955873662092
CUST0000189158,0.91504025,310.1,751.82,10,2.4747944986831953
CUST0000884382,0.9150343,193.13,86.44999999999999,10,13.404048582995953
CUST0000355736,0.9150314,299.87,536.3100000000001,17,3.3548134474464395
CUST0000580034,0.91503066,250.59,423.41,11,3.551026192106941
CUST0000674482,0.915017,256.06,632.8000000000001,5,2.42787610619469
CUST0000986093,0.9149933,141.29,381.77,2,2.220551641040417
CUST0000269992,0.91498804,203.99,699.03,9,1.7509119780266942
CUST0000291872,0.914985,296.88,536.07,20,3.322849627847109
CUST0000156083,0.9149498,344.0,148.54,34,13.895247071495895
CUST0000504916,0.9149375,274.66,15.96,23,20.0
CUST0000169583,0.9149239,208.32,611.0699999999999,16,2.0454612401197902
CUST0000830537,0.91491944,252.14000000000001,181.15,23,8.351311068175546
CUST0000636332,0.9149159,310.54,706.9399999999999,11,2.6356409313378792
CUST0000305326,0.91489935,232.01,451.44,18,3.0835991493886232
CUST0000423418,0.91488564,338.9,851.1,10,2.3891434614028904
CUST0000611687,0.91487664,178.05,292.78999999999996,15,3.648690187506405
CUST0000485019,0.9148669,354.45,1291.89,12,1.646192787311613
CUST0000607431,0.9148292,236.43,921.18,20,1.5399596170129617
CUST0000077526,0.9148158,166.59,130.81,16,7.641158932803303
CUST0000404153,0.914796,281.76,607.72,8,2.7818074113078386
CUST0000933320,0.9147778,406.45,1075.58,11,2.2673348332992433
CUST0000960744,0.9147533,311.92,272.07,8,6.878817951262543
CUST0000414207,0.9147518,136.68,595.82,16,1.376388842267799
CUST0000139813,0.9146992,521.18,918.38,30,3.404995753391842
CUST0000013642,0.9146622,167.55,39.98,14,20.0
CUST0000211767,0.9146608,384.35,1235.41,9,1.8666677459305008
CUST0000510498,0.91462964,219.87,551.55,16,2.3918411748708186
CUST0000113546,0.9146011,381.38,496.48,31,4.609007412181759
CUST0000997626,0.9145836,274.42,835.19,16,1.971431650283169
CUST0000613226,0.914543,242.8,309.88,15,4.701174648250936
CUST0000020875,0.9145316,338.15999999999997,229.66,23,8.834625097970914
CUST0000522244,0.9145185,226.06,267.0,1,5.08
CUST0000982952,0.91451424,170.97,84.33,13,12.164354322305229
CUST0000387257,0.91450894,248.09,359.13,9,4.144850054297887
CUST0000439741,0.9144917,257.63,0.0,5,20.0
CUST0000733182,0.91448915,308.96,408.59,16,4.536968599329401
CUST0000766641,0.91448474,139.36,191.79999999999998,16,4.35954118873827
CUST0000672330,0.91444093,280.55,184.32,16,9.132486979166668
CUST0000788328,0.9144304,385.46999999999997,815.91,15,2.8346508806118322
CUST0000748793,0.91441107,243.41,472.39,20,3.0916403818878466
CUST0000284803,0.91440153,262.82,238.17000000000002,20,6.6209850107066375
CUST0000515076,0.9143939,418.03,1028.51,15,2.4386539751679615
CUST0000642009,0.91438615,309.69,604.76,13,3.072524637872875
CUST0000586500,0.9143722,431.37,1260.03,31,2.0540939501440443
CUST0000905179,0.9143651,232.52,557.34,12,2.503175799332544
CUST0000141392,0.91436285,254.44,689.08,17,2.2154757067394204
CUST0000615499,0.91436124,204.46,500.28999999999996,11,2.4520977832856947
CUST0000988470,0.9143561,292.9,742.22,12,2.3677615801244913
CUST0000120244,0.91434526,407.08000000000004,1398.18,16,1.7468995408316528
CUST0000831416,0.91433865,196.26,527.37,10,2.2328915182888673
CUST0000242967,0.91432935,274.22,528.35,9,3.114072111289865
CUST0000422685,0.91432756,304.62,264.78000000000003,15,6.902787219578518
CUST0000968831,0.9143224,389.89,1142.46,8,2.0476340528333594
CUST0000060124,0.91431826,363.5,95.24000000000001,44,20.0
CUST0000779403,0.914315,364.38,734.26,18,2.9775283959360443
CUST0000048774,0.9143102,317.8,706.94,5,2.697258607519733
CUST0000763320,0.91430914,210.32,246.31,8,5.123299906621736
CUST0000793741,0.9142972,413.78,275.51,7,9.01121556386338
CUST0000221201,0.9142972,360.54,975.59,20,2.217365901659509
CUST0000360238,0.9142916,271.31,470.55,15,3.459483583041122
CUST0000270331,0.91428715,170.01,309.12,18,3.2998835403726705
CUST0000436629,0.914272,236.58,417.83,16,3.3972668310078262
CUST0000388755,0.91427004,267.01,531.59,27,3.0137135762523743
CUST0000315278,0.91426486,295.17,623.4,10,2.8409047160731475
CUST0000814183,0.91426253,650.98,2712.24,18,1.4400937970091143
CUST0000215137,0.9142607,429.55,578.52,50,4.454988591578511
CUST0000547643,0.9142395,405.65,907.13,12,2.6830773979473723
CUST0000799586,0.91423714,203.27,559.07,12,2.1815157314826408
CUST0000696965,0.91419727,233.45,95.60999999999999,16,14.650141198619393
CUST0000207143,0.91419613,190.09,254.51,20,4.481317040587797
CUST0000604940,0.9141959,229.78,409.65,5,3.3655071402416703
CUST0000402788,0.91418844,389.47,0.0,21,20.0
CUST0000280683,0.9141707,312.1,479.72,11,3.9035270574501797
CUST0000654096,0.9141618,187.13,132.5,14,8.473811320754717
CUST0000533175,0.91415876,225.12,321.21999999999997,13,4.204968557375008
CUST0000664434,0.91414297,140.73000000000002,24.89,15,20.0
CUST0000986906,0.91413593,280.75,301.35,21,5.5898456943753105
CUST0000476039,0.9141222,227.66,126.01,11,10.840092056186016
CUST0000196524,0.9141184,263.06,328.12,9,4.810313300012191
CUST0000509921,0.91410744,178.68,223.53,18,4.796134747013824
CUST0000136346,0.91408694,106.13000000000001,92.69,16,6.869996763404899
CUST0000161279,0.9140721,173.84,424.19,14,2.4588981352695725
CUST0000896285,0.9140414,218.7,898.17,7,1.4609706403019473
CUST0000295942,0.9140311,313.7,310.72,13,6.057543769309989
CUST0000993315,0.914027,239.61,870.58,14,1.6513818373957592
CUST0000428089,0.91401947,222.04,41.92,13,20.0
CUST0000842095,0.9140092,241.78,180.04,15,8.057542768273718
CUST0000019330,0.91399616,215.89,414.32,10,3.126424020081097
CUST0000226643,0.9139936,301.55,996.51,14,1.8156365716350062
CUST0000287189,0.9139825,223.68,547.16,18,2.4528108779881572
CUST0000377816,0.9139671,297.08,509.28,13,3.5
CUST0000559046,0.9139671,259.32,287.56,9,5.410766448741132
CUST0000892204,0.9139615,176.4,779.95,20,1.35701006474774
CUST0000972290,0.91395766,232.86,106.3,24,13.143555973659456
CUST0000745147,0.9139486,415.59,942.97,22,2.644347116027021
CUST0000847443,0.913923,395.85,0.0,16,20.0
CUST0000496318,0.9139154,212.15,546.59,5,2.3288022100660455
CUST0000801085,0.9139097,264.84,690.95,18,2.2997901440046307
CUST0000563924,0.9138942,328.59999999999997,1085.87,21,1.8156869606859016
CUST0000159245,0.9138792,268.08,615.57,6,2.612992835908182
CUST0000736269,0.9138653,260.0,505.65,19,3.0851379412637203
CUST0000722114,0.91385925,222.4,14.19,14,20.0
CUST0000997516,0.91384625,71.51,18.07,17,20.0
CUST0000392209,0.91380465,318.06,200.75,21,9.506151930261519
CUST0000531718,0.9138005,239.88,1004.37,8,1.4330177125959556
CUST0000130750,0.9137854,199.14000000000001,402.96,6,2.965157832042883
CUST0000975790,0.913761,192.31,247.69,22,4.658484395817353
CUST0000453625,0.9137578,227.21,847.84,11,1.607921305906775
CUST0000989257,0.91373974,307.37,260.08,9,7.090972008612735
CUST0000603113,0.9137257,229.82,737.41,13,1.8699502312146568
CUST0000983714,0.9137116,182.84,613.9,3,1.7870011402508552
CUST0000508856,0.913691,141.87,240.61,17,3.5377581979136363
CUST0000847723,0.91366744,279.66,831.75,10,2.017385031559964
CUST0000987978,0.91366,151.70999999999998,681.01,2,1.3366323548846564
CUST0000630850,0.91363925,201.07999999999998,129.73,14,9.29993062514453
CUST0000913902,0.9136306,330.53999999999996,419.45,22,4.728191679580402
CUST0000638855,0.91362506,464.91,916.85,8,3.0424387849702788
CUST0000083723,0.9136206,243.08,409.69,26,3.559959969733213
CUST0000954424,0.9136136,210.65,283.65999999999997,15,4.455686385108933
CUST0000988506,0.91357064,265.88,899.56,13,1.7734003290497578
CUST0000269278,0.9135572,193.21,141.9,11,8.169556025369978
CUST0000231045,0.91355485,308.51,1056.1,9,1.7527317488874161
CUST0000957822,0.913553,228.42000000000002,211.71,8,6.473572339521042
CUST0000077736,0.91354805,376.18,1033.06,7,2.1848488955142975
CUST0000578811,0.91353476,251.69,290.0,20,5.207379310344828
CUST0000670027,0.9135294,396.02,1592.58,17,1.4919941227442262
CUST0000887382,0.91351885,213.46,301.2,12,4.252191235059762
CUST0000266316,0.9135009,236.68,400.76,27,3.543467411917357
CUST0000310076,0.9134877,286.06,0.0,9,20.0
CUST0000148849,0.9134834,245.36,182.92,18,8.048108462715943
CUST0000442782,0.91347694,334.31,869.48,16,2.3069650825780927
CUST0000526879,0.9134703,290.7,54.36,23,20.0
CUST0000515075,0.91346216,311.37,513.05,21,3.6413994737355035
CUST0000918259,0.913443,400.89,181.22,24,13.27303829599382
CUST0000759393,0.9134282,320.68,1057.52,23,1.819426582948786
CUST0000125230,0.9134227,370.78999999999996,1059.75,14,2.0993064401981596
CUST0000082993,0.9134072,376.65,1294.57,19,1.745676170465869
CUST0000013379,0.91340417,232.43,137.35999999999999,15,10.152737332556786
CUST0000921319,0.913381,257.25,669.37,16,2.3058995772143955
CUST0000681738,0.91337925,383.32,399.13,9,5.762333074436901
CUST0000728544,0.91335136,379.78000000000003,855.93,31,2.662227051277558
CUST0000665860,0.9133455,292.02000000000004,458.24,57,3.823585893854749
CUST0000863752,0.9133347,559.04,2352.83,13,1.4256193605147842
CUST0000508538,0.91333264,201.37,346.51,12,3.486825777033852
CUST0000186469,0.9133249,309.21,162.56,10,11.412770669291337
CUST0000564348,0.9133225,256.02,400.35,14,3.836942675159235
CUST0000551993,0.91330683,199.46,133.04999999999998,7,8.994813979706878
CUST0000351157,0.9133051,328.52,215.38,14,9.15182468195747
CUST0000625311,0.91329986,235.04,46.27,9,20.0
CUST0000783477,0.91328454,183.23000000000002,634.31,15,1.7331903958632218
CUST0000561690,0.91327643,298.02,839.27,7,2.13056584889249
CUST0000630510,0.9132661,584.78,976.1,11,3.594590718164122
CUST0000779426,0.91325396,227.75,266.72,20,5.123350329934012
CUST0000981222,0.9132508,179.92,147.49,6,7.319275883110719
CUST0000503525,0.9132191,511.26,798.62,13,3.8410758558513436
CUST0000340155,0.9131849,236.79,1235.48,6,1.149949817075145
CUST0000859178,0.913174,542.95,905.8100000000001,38,3.596449586557888
CUST0000926519,0.9131721,184.28,124.39999999999999,13,8.888102893890677
CUST0000487020,0.9131659,274.36,218.66,20,7.528400256105369
CUST0000648526,0.913159,233.73999999999998,489.74,14,2.863641932453955
CUST0000908967,0.913154,565.24,674.38,11,5.028974762003618
CUST0000130799,0.9131535,413.02,504.86,33,4.908529097175455
CUST0000492138,0.91314477,678.98,3223.17,15,1.263935814741388
CUST0000649781,0.9131435,231.97,203.21,22,6.849170808523203
CUST0000739425,0.91314024,225.15,174.98999999999998,19,7.7198697068403925
CUST0000225947,0.9131349,324.48,453.57,25,4.292347377472056
CUST0000861711,0.91311556,275.11,276.04,10,5.9797855383277785
CUST0000177591,0.91308,326.83,1356.99,15,1.4450953949550107
CUST0000549657,0.9130654,223.34,412.56,17,3.248109365910413
CUST0000142413,0.91305035,325.57,187.53,15,10.416573348264277
CUST0000845115,0.9130471,343.39,693.02,12,2.972987792560099
CUST0000853105,0.9130379,224.79,337.33,16,3.998280615421101
CUST0000870920,0.9130303,161.03,408.6,17,2.364610866372981
CUST0000040252,0.91301394,250.84,337.73,17,4.45634086400379
CUST0000694894,0.9130022,259.69,1007.25,25,1.5469247952345495
CUST0000740285,0.91299963,209.05,69.02000000000001,14,18.172993335265136
CUST0000382358,0.9129795,256.29,161.97,8,9.493980366734581
CUST0000851847,0.91289407,301.06,830.13,17,2.175996530663872
CUST0000746323,0.91287297,198.32,619.1899999999999,14,1.9217364621521666
CUST0000642153,0.91285646,134.45,295.02,18,2.734390888753305
CUST0000079473,0.9128503,258.35,312.37,19,4.962384351890387
CUST0000263825,0.91283303,218.99,0.0,10,20.0
CUST0000048105,0.91282743,347.86,1079.76,6,1.9329851078017337
CUST0000579491,0.91282064,377.15999999999997,447.39,41,5.058137195735264
CUST0000968156,0.91282064,201.86,447.65000000000003,7,2.7055958896459287
CUST0000617667,0.9128125,222.73,151.64,9,8.812846214719073
CUST0000089242,0.91281116,782.48,3166.79,12,1.4825359433369438
CUST0000093532,0.9128076,196.85,268.89,13,4.392502510320205
CUST0000060506,0.9128057,234.17000000000002,349.66,20,4.01824629640222
CUST0000256688,0.9127956,502.34999999999997,1311.43,4,2.298330829704978
CUST0000397820,0.91278803,134.42,510.44,26,1.580048585534049
CUST0000284379,0.91277593,205.16000000000003,70.77,7,17.393810936837646
CUST0000920189,0.91276133,251.19,196.71,35,7.661735549794113
CUST0000231026,0.9127489,118.45,147.95,16,4.8036498817167965
CUST0000725637,0.9127436,206.93,230.08,13,5.3962969401947145
CUST0000126207,0.9127424,207.44,86.31,16,14.420576989920056
CUST0000223008,0.9127375,357.99,945.58,13,2.271558197085387
CUST0000022877,0.9127234,235.65,605.98,6,2.3332453216277766
CUST0000443996,0.91270155,244.35,527.77,15,2.7779146218996913
CUST0000244815,0.9126862,274.73,130.31,32,12.649681528662422
CUST0000740252,0.9126689,285.48,230.17,16,7.441803884085677
CUST0000600781,0.9126339,304.39,224.86,27,8.122120430490082
CUST0000936865,0.91259736,268.29,148.92,13,10.80942788074134
CUST0000359926,0.91258013,254.49,449.27,6,3.3987134685155924
CUST0000422773,0.91256696,73.45,45.67,19,9.649660608714692
CUST0000009758,0.9125515,232.84,891.25,26,1.5675063113604488
CUST0000890931,0.9125318,177.61,806.0,3,1.3221588089330025
CUST0000613522,0.91251206,225.69,813.35,8,1.6648921128665395
CUST0000497079,0.9125078,267.28,299.96000000000004,14,5.346312841712227
CUST0000943380,0.91249627,625.28,1370.44,21,2.737573334111672
CUST0000424797,0.91248304,531.23,1427.26,46,2.2332160923727984
CUST0000758781,0.9124697,231.36,0.0,9,20.0
CUST0000772936,0.9124532,176.44,466.21999999999997,14,2.270687658187122
CUST0000416790,0.9124498,218.19,344.19,15,3.8035387431360586
CUST0000010224,0.9124486,339.37,571.16,36,3.565060578471882
CUST0000051067,0.912436,268.88,1050.73,16,1.5353896814595567
CUST0000001429,0.9123918,154.28,230.59,16,4.014397848996054
CUST0000262703,0.9123906,220.43,270.88,16,4.882531010041347
CUST0000111215,0.9123805,256.27,993.3,11,1.5479915433403806
CUST0000733740,0.91237885,329.22,889.2,9,2.2214574898785426
CUST0000363625,0.91237676,243.10000000000002,12.19,32,20.0
CUST0000231301,0.9123536,479.99,1144.56,13,2.516198364436989
CUST0000721181,0.9123533,152.13,146.28,15,6.239950779327318
CUST0000004378,0.91232854,280.27,360.93,22,4.659130579336713
CUST0000850050,0.9123125,275.7,119.84,24,13.803404539385848
CUST0000707617,0.9123013,357.89,0.0,10,20.0
CUST0000059616,0.9122677,263.86,322.19,29,4.9137465470685004
CUST0000971686,0.9122569,457.27,1689.65,18,1.6237800727961411
CUST0000271602,0.91224426,264.32,237.41,9,6.680089296996756
CUST0000391790,0.9122387,183.32999999999998,399.4,17,2.754081121682524
CUST0000500403,0.9122245,251.16,932.25,6,1.616476267095736
CUST0000410602,0.91221946,335.48,469.11,25,4.290848628253501
CUST0000183168,0.9121948,213.57999999999998,1000.11,4,1.2813390527042023
CUST0000162589,0.912175,307.66999999999996,366.81,9,5.032632698127095
CUST0000935349,0.91216457,277.63,144.85999999999999,19,11.499240646141102
CUST0000957823,0.91214436,241.22,797.48,5,1.814866830516126
CUST0000023061,0.9121034,322.37,1257.93,9,1.5376213302806994
CUST0000185676,0.9120852,207.41,233.43,16,5.331191363577946
CUST0000144704,0.91208285,347.06,354.92,12,5.8671249859123185
CUST0000974258,0.91207445,99.71,212.52,21,2.815076228119706
CUST0000290021,0.9120362,386.39,269.32,9,8.608124164562602
CUST0000506308,0.91202694,279.34,591.36,11,2.834212662337662
CUST0000715397,0.9119793,296.05,1218.24,8,1.4580870764381404
CUST0000423045,0.91197884,249.74,113.47,14,13.205605005728387
CUST0000021890,0.9119739,214.68,241.15,14,5.341405764047273
CUST0000354305,0.91197187,116.1,5.84,23,20.0
CUST0000327984,0.91196984,352.2,740.31,23,2.8544798800502496
CUST0000961862,0.911946,371.43,563.83,27,3.95257435751911
CUST0000803427,0.9119231,160.20999999999998,94.4,18,10.182838983050846
CUST0000743176,0.9119126,212.23000000000002,520.11,23,2.448289784853204
CUST0000454622,0.9118963,236.64999999999998,916.73,3,1.5488748050134717
CUST0000646145,0.9118726,297.18,1482.58,9,1.2026872074356865
CUST0000814972,0.9118679,451.67,776.41,25,3.490449633569892
CUST0000878901,0.91186655,52.07,73.51,16,4.25003400897837
CUST0000263057,0.9118312,276.34000000000003,36.93,29,20.0
CUST0000706328,0.91178733,223.5,312.74,23,4.287906887510392
CUST0000810349,0.9117793,161.65,181.95999999999998,17,5.33029237194988
CUST0000832562,0.9117764,203.26,102.5,12,11.898146341463415
CUST0000152885,0.9117758,189.14,225.58,17,5.030765138753434
CUST0000063575,0.9117711,255.28,34.87,18,20.0
CUST0000458110,0.91176325,400.33,713.61,15,3.3659561945600536
CUST0000079445,0.91173327,223.06,0.0,13,20.0
CUST0000273589,0.91172045,186.44,28.95,12,20.0
CUST0000859749,0.9117167,350.52,1504.44,9,1.397942091409428
CUST0000075097,0.9116688,192.91,316.7,12,3.6547521313545945
CUST0000871408,0.91166425,237.79,412.74,11,3.4567524349469396
CUST0000837637,0.91164905,324.67,442.66,30,4.4007138661726835
CUST0000546119,0.9116331,294.03999999999996,885.4,5,1.9925909193584819
CUST0000848788,0.91160387,255.17,418.23,19,3.660713004805968
CUST0000698103,0.91159713,190.38,114.12,18,10.009463722397477
CUST0000374734,0.9115941,161.51999999999998,478.84,24,2.0238910700860413
CUST0000384049,0.91158724,409.19,1149.3700000000001,15,2.136074545185623
CUST0000441017,0.91157424,329.95,0.0,16,20.0
CUST0000225481,0.9115742,206.45,220.1,7,5.627896410722399
CUST0000546769,0.9115661,430.89,1279.55,18,2.020507209565863
CUST0000524935,0.9115279,258.65,200.12,11,7.754847091744953
CUST0000133274,0.9115227,208.56,0.0,14,20.0
CUST0000598785,0.91151315,121.03,102.28,15,7.099921783339852
CUST0000182946,0.9114996,238.75,682.3,18,2.099516341785139
CUST0000776056,0.9114773,314.65999999999997,839.68,13,2.2484279725609757
CUST0000337068,0.9114726,187.84,329.65,13,3.418898832094646
CUST0000223542,0.9114705,272.94,777.29,21,2.10685844408136
CUST0000417010,0.9114704,308.78999999999996,675.52,21,2.7426871151113215
CUST0000127374,0.9114469,191.52,237.78,18,4.832702498107494
CUST0000003730,0.91143376,215.55,212.16,23,6.095871040723982
CUST0000523014,0.9114329,346.27,643.04,13,3.2309343120179146
CUST0000292314,0.91142863,269.66,824.72,14,1.9618294693956737
CUST0000438736,0.91142523,335.21,129.05,14,15.58512204571871
CUST0000167392,0.91141796,248.7,240.45000000000002,36,6.205864004990642
CUST0000740215,0.91141367,228.58,236.10999999999999,18,5.808648511287112
CUST0000085505,0.91140604,166.3,676.02,4,1.4759918345611078
CUST0000083375,0.91139627,340.87,939.76,28,2.176321614029114
CUST0000898715,0.91136205,141.28,387.11,16,2.1897651830229137
CUST0000053978,0.9113515,324.82,0.0,9,20.0
CUST0000259773,0.9113471,235.87,740.62,15,1.9108584699305986
CUST0000244710,0.9113459,256.37,322.65,27,4.7674569967456994
CUST0000525471,0.9113413,301.15999999999997,196.59,13,9.191515336487104
CUST0000965200,0.9113327,250.35,1073.33,20,1.3994763958894283
CUST0000794546,0.91133,399.73,290.69,27,8.25064501702845
CUST0000576927,0.91132885,398.65,567.64,12,4.213762243675569
CUST0000902150,0.9113049,415.63,1224.94,14,2.035838490048492
CUST0000054779,0.91129994,252.62,365.54,13,4.146522952344476
CUST0000150536,0.91129607,272.95,103.96000000000001,18,15.753174297806847
CUST0000003351,0.9112952,315.98,1487.92,7,1.2741814076025593
CUST0000761351,0.91128933,370.5,24.86,13,20.0
CUST0000529929,0.91128874,329.83,981.11,15,2.017082692052879
CUST0000820758,0.9112751,252.52,957.49,5,1.5823872834181036
CUST0000424507,0.9112734,147.01999999999998,58.14,15,15.172342621259029
CUST0000132441,0.91125745,477.52,1669.51,26,1.7161442578960293
CUST0000657569,0.91125715,311.18,0.0,5,20.0
CUST0000980695,0.9112334,295.28,529.05,18,3.3487950099234474
CUST0000476236,0.91122884,269.52,296.6,22,5.452191503708698
CUST0000121286,0.9112188,339.76,175.16,41,11.638273578442567
CUST0000496434,0.91121787,286.56,464.15,24,3.704319724227082
CUST0000958599,0.91120434,379.82,1345.27,5,1.6940242479204917
CUST0000549860,0.91118646,228.04,514.5,19,2.6593586005830905
CUST0000595971,0.91116077,243.36,175.63,15,8.313841598815694
CUST0000667406,0.91115695,115.41,83.07,17,8.335861321776814
CUST0000355575,0.91114134,66.86,138.23,15,2.902119655646387
CUST0000902888,0.91111475,501.35,2185.37,22,1.3764717187478552
CUST0000005622,0.9111064,294.23,1078.23,13,1.6372944548009236
CUST0000491476,0.91110355,380.25,589.55,24,3.869900771775083
CUST0000035047,0.911101,281.86,1128.89,6,1.4980733286679837
CUST0000120790,0.9110931,253.25,469.08,11,3.2393195190585833
CUST0000628964,0.91105115,314.21,644.68,10,2.9243345535769683
CUST0000981749,0.91101855,453.58,1030.06,23,2.6420596858435434
CUST0000951759,0.9110172,279.73,654.03,18,2.5662125590569245
CUST0000981874,0.9109627,436.21,1091.56,8,2.3977243577998464
CUST0000114941,0.91095906,373.92,1354.27,31,1.65662681739978
CUST0000310458,0.91095716,340.3,1078.17,13,1.8937644341801385
CUST0000288045,0.9109529,301.71000000000004,1296.63,16,1.3961268827653224
CUST0000344023,0.9109423,271.52,372.85,8,4.369371060748289
CUST0000076168,0.910906,155.13,204.76,22,4.545712053135378
CUST0000832238,0.910895,341.17,399.03000000000003,8,5.129990226298774
CUST0000600319,0.9108939,220.39,715.54,8,1.8480308578136793
CUST0000048643,0.910889,139.28,222.43,28,3.7570471609045546
CUST0000342160,0.9108874,223.16,688.53,12,1.944664720491482
CUST0000824045,0.9108753,227.53,783.77,3,1.7418120111767483
CUST0000608795,0.91086596,331.34,578.01,11,3.4394560647739656
CUST0000678616,0.9108656,318.95,1575.25,11,1.214854784954769
CUST0000326500,0.9108641,372.02,1244.17,6,1.7940635122209985
CUST0000745993,0.910806,391.43,784.04,26,2.9954849242385597
CUST0000794912,0.91079545,210.08999999999997,719.13,24,1.7528680488924113
CUST0000726614,0.91078997,313.49,766.33,11,2.4544778359192514
CUST0000339139,0.91076183,225.54,92.72999999999999,12,14.593335490132644
CUST0000638888,0.9107544,311.73,0.0,33,20.0
CUST0000876942,0.9107493,170.23,80.68,14,12.659643034209221
CUST0000413399,0.9107483,297.02,1028.69,14,1.7324169574896224
CUST0000641929,0.91072285,249.06,0.0,16,20.0
CUST0000644602,0.910722,351.11,544.85,10,3.8664953656969807
CUST0000312265,0.9107097,274.65,79.01,33,20.0
CUST0000779440,0.9106792,273.84000000000003,594.51,12,2.763687742847051
CUST0000455817,0.9106764,343.93,346.44,9,5.956529269137513
CUST0000516013,0.9106606,393.46999999999997,270.12,18,8.739893380719678
CUST0000009531,0.9106544,215.53,340.68,22,3.795878830574146
CUST0000090628,0.91064733,204.16,441.65,16,2.77359900373599
CUST0000183135,0.91057754,201.39999999999998,141.09,14,8.564745906867955
CUST0000682135,0.9105566,305.88,314.09000000000003,21,5.84316597153682
CUST0000730100,0.910556,265.29,498.82,17,3.191010785453671
CUST0000633492,0.91055477,336.89,749.36,16,2.6974217999359453
CUST0000238391,0.91055316,398.92,1109.43,9,2.1574321949109003
CUST0000898063,0.91053593,285.17,1187.93,5,1.440337393617469
CUST0000084675,0.9105326,175.25,151.58,17,6.936930993534767
CUST0000112901,0.9105185,216.33,76.84,10,16.89198334200937
CUST0000242624,0.9104522,148.9,224.07000000000002,16,3.9871468737448112
CUST0000324143,0.91042936,254.45000000000002,946.85,6,1.6123990072345145
CUST0000134699,0.9104046,179.57999999999998,168.47,16,6.395678755861577
CUST0000546091,0.9103974,251.56,516.3,8,2.9234166182452066
CUST0000511527,0.9103859,255.09,306.4,22,4.99523498694517
CUST0000296073,0.91032875,205.68,415.2,10,2.9722543352601156
CUST0000005245,0.9103265,301.15,439.59,25,4.110421074182761
CUST0000886399,0.91030324,156.58,619.9300000000001,16,1.5154614230638943
CUST0000291212,0.9103006,192.68,26.62,12,20.0
CUST0000092400,0.9102994,278.17,55.19,14,20.0
CUST0000171689,0.91029894,238.0,1090.44,8,1.3095631121382194
CUST0000613738,0.91024864,264.79,245.95,29,6.459605610896524
CUST0000290482,0.9102462,233.37,503.31,20,2.782023007689098
CUST0000371289,0.91024125,208.32,351.76,17,3.5533318171480555
CUST0000499879,0.91023076,571.5699999999999,1762.6399999999999,14,1.9456156674079788
CUST0000538884,0.9102295,242.95,863.72,16,1.6876997175010418
CUST0000107074,0.9102254,192.69,368.82,9,3.1346998535871156
CUST0000293381,0.9102232,215.06,231.87,11,5.565014879027041
CUST0000936776,0.910223,301.44,744.71,9,2.428650078554068
CUST0000493128,0.9102198,293.65999999999997,967.46,25,1.8212225828458022
CUST0000682173,0.91021407,317.63,0.0,4,20.0
CUST0000364959,0.91020393,168.89000000000001,286.32,13,3.53918692372171
CUST0000862979,0.9102039,212.85000000000002,577.9,8,2.2098979062121478
CUST0000923911,0.91020286,240.74,556.73,15,2.594507211754351
CUST0000893863,0.9102001,205.44,269.52,19,4.5734639358860205
CUST0000021715,0.910199,278.21999999999997,148.85,28,11.214779979845481
CUST0000003139,0.91019374,218.23,815.71,17,1.605202829436932
CUST0000488041,0.91011286,249.35,397.27,17,3.7659526266770715
CUST0000710408,0.9101055,344.51,749.38,15,2.758360244468761
CUST0000938046,0.9101021,205.03,154.15,15,7.9804086928316575
CUST0000312820,0.9100671,172.04,140.52,14,7.345858240819811
CUST0000885071,0.9100489,196.42,264.57,13,4.454473296292097
CUST0000212475,0.9100332,189.32999999999998,798.7,5,1.4222862150995366
CUST0000365116,0.9100241,319.42,900.02,19,2.1294193462367503
CUST0000080646,0.9100226,215.82999999999998,311.87,5,4.152307051014846
CUST0000830274,0.90999645,619.1,2144.1,9,1.7324751644046454
CUST0000094509,0.9099959,486.36,1068.55,18,2.730953160825418
CUST0000502398,0.9099919,376.69,243.99,31,9.26324849379073
CUST0000326471,0.9099915,166.27,338.03,16,2.951276513918883
CUST0000665108,0.9099801,211.33,733.14,14,1.7295196006219824
CUST0000199641,0.9099786,312.38,738.48,24,2.538024049398765
CUST0000788244,0.9099534,213.56,123.68,22,10.360284605433376
CUST0000823572,0.90995014,212.96,510.12,17,2.5048223947306516
CUST0000883104,0.9099497,287.88,479.96,6,3.598799899991666
CUST0000266587,0.90993583,570.6999999999999,933.19,59,3.669349221487585
CUST0000662658,0.9099225,230.84,138.98000000000002,14,9.96575046769319
CUST0000178061,0.909916,201.06,468.85,9,2.5730190892609577
CUST0000750501,0.9099121,217.06,549.46,18,2.370254431623776
CUST0000451850,0.9099004,416.83,1559.02,22,1.6042000744057165
CUST0000295136,0.9098923,265.46,407.09000000000003,35,3.9125500503574138
CUST0000787860,0.9098699,364.56,301.76,20,7.2486744432661725
CUST0000156804,0.90986687,316.57,959.78,17,1.9790160245056159
CUST0000815985,0.9098652,238.13,0.0,11,20.0
CUST0000303269,0.9098621,287.23,466.65999999999997,18,3.693009900141431
CUST0000098457,0.9098331,213.89999999999998,437.75,16,2.9318103940605367
CUST0000043602,0.9098325,285.4,771.05,27,2.2208676480124505
